GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
120990112,0,0,0,0,0,0,965,355,607
120990113,0,0,0,0,0,0,886,364,512
120990114,0,0,0,0,0,0,97,19,78
120990115,0,0,0,0,0,0,387,150,235
120990116,0,0,0,0,0,0,526,225,297
120990117,0,0,0,0,0,0,1085,533,545
120990118,0,0,0,0,0,0,376,163,212
120990119,0,0,0,0,0,0,50,25,25
120990120,0,0,0,0,0,0,771,386,384
120990121,0,0,0,0,0,0,538,269,268
120990122,0,0,0,0,0,0,322,125,197
120990123,0,0,0,0,0,0,1258,494,757
120990124,0,0,0,0,0,0,31,12,19
120990125,0,0,0,0,0,0,1082,430,643
120990126,0,0,0,0,0,0,91,43,48
120990127,0,0,0,0,0,0,678,298,379
120990128,0,0,0,0,0,0,0,0,0
120990129,0,0,0,0,0,0,1021,568,443
120990130,0,0,0,0,0,0,390,197,189
120990131,0,0,0,0,0,0,0,0,0
120990132,0,0,0,0,0,0,992,520,463
120990133,0,0,0,0,0,0,1414,761,638
120990134,0,0,0,0,0,0,1,0,1
120990135,0,0,0,0,0,0,236,131,104
120990136,0,0,0,0,0,0,0,0,0
120990137,0,0,0,0,0,0,960,563,391
120990139,0,0,0,0,0,0,475,251,218
120990140,0,0,0,0,0,0,85,45,39
120990141,0,0,0,0,0,0,92,28,64
120990142,0,0,0,0,0,0,511,81,429
120990143,0,0,0,0,0,0,2,0,2
120990144,0,0,0,0,0,0,118,36,82
120990145,0,0,0,0,0,0,259,137,118
120990146,0,0,0,0,0,0,50,26,23
120990147,0,0,0,0,0,0,0,0,0
120990148,0,0,0,0,0,0,29,15,14
120990149,0,0,0,0,0,0,19,10,9
120990150,0,0,0,0,0,0,180,95,85
120990151,0,0,0,0,0,0,1511,788,712
120990152,0,0,0,0,0,0,1,0,1
120990153,0,0,0,0,0,0,14,5,9
120990154,0,0,0,0,0,0,477,247,227
120990155,0,0,0,0,0,0,146,44,102
120990156,0,0,0,0,0,0,1231,506,718
120990157,0,0,0,0,0,0,151,53,98
120990158,0,0,0,0,0,0,895,412,480
120990159,0,0,0,0,0,0,1400,664,731
120990160,0,0,0,0,0,0,152,32,120
120990161,0,0,0,0,0,0,894,520,363
120990162,0,0,0,0,0,0,0,0,0
120990163,0,0,0,0,0,0,437,243,191
120990164,0,0,0,0,0,0,286,159,125
120990165,0,0,0,0,0,0,0,0,0
120990166,0,0,0,0,0,0,736,394,336
120990167,0,0,0,0,0,0,0,0,0
120990168,0,0,0,0,0,0,464,292,170
120990169,0,0,0,0,0,0,11,7,4
120990170,0,0,0,0,0,0,0,0,0
120990171,0,0,0,0,0,0,0,0,0
120990172,0,0,0,0,0,0,1124,576,539
120990173,0,0,0,0,0,0,316,162,152
120990174,0,0,0,0,0,0,442,299,139
120990175,0,0,0,0,0,0,193,130,63
120990176,0,0,0,0,0,0,80,51,29
120990177,0,0,0,0,0,0,1779,847,906
120990178,0,0,0,0,0,0,502,285,215
120990179,0,0,0,0,0,0,1084,700,375
120990180,0,0,0,0,0,0,166,138,28
120990181,0,0,0,0,0,0,2,2,0
120990182,0,0,0,0,0,0,1,1,0
120990183,0,0,0,0,0,0,436,231,201
120990184,0,0,0,0,0,0,237,166,70
120990185,0,0,0,0,0,0,337,266,71
120990186,0,0,0,0,0,0,0,0,0
120990187,0,0,0,0,0,0,227,219,8
120990188,0,0,0,0,0,0,886,622,258
120990189,0,0,0,0,0,0,389,195,190
120990190,0,0,0,0,0,0,391,194,195
120990191,0,0,0,0,0,0,1057,442,611
120990192,0,0,0,0,0,0,609,274,330
120990193,0,0,0,0,0,0,1659,623,1030
120990194,0,0,0,0,0,0,808,382,422
120990195,0,0,0,0,0,0,1011,414,589
120990196,0,0,0,0,0,0,1289,519,765
120990197,0,0,0,0,0,0,88,71,17
120990198,0,0,0,0,0,0,0,0,0
120990199,0,0,0,0,0,0,445,181,262
120990200,0,0,0,0,0,0,2,1,1
120990201,0,0,0,0,0,0,23,10,13
120990202,0,0,0,0,0,0,0,0,0
120990203,0,0,0,0,0,0,0,0,0
120990204,0,0,0,0,0,0,0,0,0
120990205,0,0,0,0,0,0,254,195,58
120990206,0,0,0,0,0,0,190,147,43
120990207,0,0,0,0,0,0,1228,876,348
120990208,0,0,0,0,0,0,989,639,346
120990209,0,0,0,0,0,0,596,418,176
120990210,0,0,0,0,0,0,130,99,30
120990211,0,0,0,0,0,0,551,419,127
120990212,0,0,0,0,0,0,373,275,97
120990213,0,0,0,0,0,0,1077,793,281
120990214,0,0,0,0,0,0,1113,650,454
120990215,0,0,0,0,0,0,1388,861,516
120990216,0,0,0,0,0,0,1125,677,448
120990217,0,0,0,0,0,0,1730,938,789
120990218,0,0,0,0,0,0,998,662,326
120990219,0,0,0,0,0,0,822,610,211
120990220,0,0,0,0,0,0,702,501,197
120990221,0,0,0,0,0,0,573,387,184
120990222,0,0,0,0,0,0,567,401,162
120990223,0,0,0,0,0,0,867,637,224
120990224,0,0,0,0,0,0,60,45,15
120990225,0,0,0,0,0,0,0,0,0
120990226,0,0,0,0,0,0,755,527,222
120990227,0,0,0,0,0,0,133,102,31
120990228,0,0,0,0,0,0,394,320,71
120990229,0,0,0,0,0,0,1177,800,373
120990230,0,0,0,0,0,0,650,492,135
120990232,0,0,0,0,0,0,1436,1035,387
120990233,0,0,0,0,0,0,358,254,104
120990234,0,0,0,0,0,0,320,211,108
120990235,0,0,0,0,0,0,3,2,1
120990236,0,0,0,0,0,0,744,555,179
120990237,0,0,0,0,0,0,944,676,263
120990238,0,0,0,0,0,0,1238,994,240
120990239,0,0,0,0,0,0,709,556,148
120990240,0,0,0,0,0,0,1008,695,311
120990241,0,0,0,0,0,0,3,1,2
120990242,0,0,0,0,0,0,231,166,64
120990243,0,0,0,0,0,0,902,566,328
120990244,0,0,0,0,0,0,739,527,208
120990245,0,0,0,0,0,0,257,174,81
120990246,0,0,0,0,0,0,1350,755,577
120990247,0,0,0,0,0,0,981,597,376
120990248,0,0,0,0,0,0,821,513,302
120990249,0,0,0,0,0,0,1247,623,618
120990250,0,0,0,0,0,0,148,95,51
120990251,0,0,0,0,0,0,1236,684,544
120990252,0,0,0,0,0,0,309,204,104
120990254,0,0,0,0,0,0,1124,751,363
120990255,0,0,0,0,0,0,0,0,0
120990256,0,0,0,0,0,0,0,0,0
120990257,0,0,0,0,0,0,207,145,62
120990258,0,0,0,0,0,0,1073,693,374
120990259,0,0,0,0,0,0,482,296,180
120990260,0,0,0,0,0,0,1130,855,265
120990261,0,0,0,0,0,0,934,670,261
120990262,0,0,0,0,0,0,560,398,151
120990263,0,0,0,0,0,0,15,10,5
120990264,0,0,0,0,0,0,132,108,23
120990265,0,0,0,0,0,0,1362,787,566
120990266,0,0,0,0,0,0,168,98,70
120990267,0,0,0,0,0,0,0,0,0
120990268,0,0,0,0,0,0,81,50,31
120990269,0,0,0,0,0,0,1516,952,560
120990270,0,0,0,0,0,0,1018,713,296
120990271,0,0,0,0,0,0,1350,932,409
120990272,0,0,0,0,0,0,680,499,178
120990273,0,0,0,0,0,0,934,639,293
120990274,0,0,0,0,0,0,932,566,360
120990275,0,0,0,0,0,0,730,416,311
120990276,0,0,0,0,0,0,1276,936,328
120990277,0,0,0,0,0,0,3,2,1
120990278,0,0,0,0,0,0,358,221,133
120990279,0,0,0,0,0,0,350,216,130
120990280,0,0,0,0,0,0,522,358,161
120990281,0,0,0,0,0,0,512,238,271
120990282,0,0,0,0,0,0,1284,903,370
120990283,0,0,0,0,0,0,1578,1001,571
120990284,0,0,0,0,0,0,6,4,2
120990285,0,0,0,0,0,0,1012,685,319
120990286,0,0,0,0,0,0,275,176,99
120990287,0,0,0,0,0,0,1473,1021,447
120990288,0,0,0,0,0,0,871,692,178
120990289,0,0,0,0,0,0,954,713,238
120990290,0,0,0,0,0,0,121,70,49
120990291,0,0,0,0,0,0,1193,728,461
120990292,0,0,0,0,0,0,96,59,37
120990293,0,0,0,0,0,0,5,3,2
120990294,0,0,0,0,0,0,496,318,176
120990295,0,0,0,0,0,0,235,155,79
120990296,0,0,0,0,0,0,8,5,3
120990297,0,0,0,0,0,0,418,291,123
120990298,0,0,0,0,0,0,53,29,24
120990299,0,0,0,0,0,0,21,6,15
120990300,0,0,0,0,0,0,1217,696,515
120990301,0,0,0,0,0,0,1140,654,473
120990302,0,0,0,0,0,0,519,395,124
120990303,0,0,0,0,0,0,1293,946,340
120990304,0,0,0,0,0,0,105,66,39
120990305,0,0,0,0,0,0,63,36,23
120990307,0,0,0,0,0,0,477,290,184
120990308,0,0,0,0,0,0,715,331,382
120990309,0,0,0,0,0,0,105,49,56
120990310,0,0,0,0,0,0,2,2,0
120990311,0,0,0,0,0,0,0,0,0
120990312,0,0,0,0,0,0,861,443,412
120990313,0,0,0,0,0,0,1994,967,1010
120990314,0,0,0,0,0,0,78,60,18
120990315,0,0,0,0,0,0,323,241,81
120990316,0,0,0,0,0,0,1023,655,355
120990317,0,0,0,0,0,0,271,145,126
120990318,0,0,0,0,0,0,158,80,75
120990319,0,0,0,0,0,0,476,296,176
120990320,0,0,0,0,0,0,804,543,255
120990321,0,0,0,0,0,0,849,585,260
120990322,0,0,0,0,0,0,1202,681,516
120990323,0,0,0,0,0,0,790,548,228
120990324,0,0,0,0,0,0,653,365,283
120990325,0,0,0,0,0,0,512,313,196
120990326,0,0,0,0,0,0,1225,723,490
120990327,0,0,0,0,0,0,700,345,350
120990328,0,0,0,0,0,0,766,553,210
120990329,0,0,0,0,0,0,219,125,93
120990330,0,0,0,0,0,0,907,560,341
120990331,0,0,0,0,0,0,131,119,12
120990332,0,0,0,0,0,0,0,0,0
120990333,0,0,0,0,0,0,694,469,215
120990334,0,0,0,0,0,0,61,41,19
120990335,0,0,0,0,0,0,3,2,1
120990336,0,0,0,0,0,0,551,370,179
120990337,0,0,0,0,0,0,0,0,0
120990338,0,0,0,0,0,0,443,300,135
120990339,0,0,0,0,0,0,658,331,320
120990340,0,0,0,0,0,0,905,693,203
120990341,0,0,0,0,0,0,809,477,319
120990342,0,0,0,0,0,0,1079,805,267
120990343,0,0,0,0,0,0,1012,877,133
120990344,0,0,0,0,0,0,874,604,267
120990345,0,0,0,0,0,0,762,527,233
120990346,0,0,0,0,0,0,1149,815,329
120990347,0,0,0,0,0,0,1424,488,932
120990348,0,0,0,0,0,0,1449,926,512
120990349,0,0,0,0,0,0,949,654,288
120990350,0,0,0,0,0,0,1666,1099,559
120990351,0,0,0,0,0,0,518,265,250
120990352,0,0,0,0,0,0,102,41,61
120990353,0,0,0,0,0,0,1172,561,599
120990354,0,0,0,0,0,0,2006,1252,751
120990355,0,0,0,0,0,0,1762,1098,655
120990356,0,0,0,0,0,0,1854,1168,680
120990357,0,0,0,0,0,0,734,420,311
120990358,0,0,0,0,0,0,439,251,186
120990359,0,0,0,0,0,0,1137,641,490
120990360,0,0,0,0,0,0,1258,796,456
120990361,0,0,0,0,0,0,1255,722,521
120990362,0,0,0,0,0,0,663,405,256
120990363,0,0,0,0,0,0,973,673,295
120990364,0,0,0,0,0,0,1040,593,442
120990365,0,0,0,0,0,0,12,9,3
120990366,0,0,0,0,0,0,955,709,242
120990367,0,0,0,0,0,0,743,419,321
120990368,0,0,0,0,0,0,949,621,325
120990369,0,0,0,0,0,0,342,224,116
120990370,0,0,0,0,0,0,475,290,182
120990371,0,0,0,0,0,0,553,366,183
120990372,0,0,0,0,0,0,364,275,87
120990373,0,0,0,0,0,0,1038,608,424
120990374,0,0,0,0,0,0,1449,849,590
120990375,0,0,0,0,0,0,1446,860,579
120990376,0,0,0,0,0,0,940,553,384
120990377,0,0,0,0,0,0,1565,1060,502
120990378,0,0,0,0,0,0,1050,772,275
120990379,0,0,0,0,0,0,1152,754,396
120990380,0,0,0,0,0,0,1346,991,352
120990381,0,0,0,0,0,0,1429,1001,420
120990382,0,0,0,0,0,0,796,453,335
120990383,0,0,0,0,0,0,1725,990,728
120990384,0,0,0,0,0,0,1400,882,506
120990385,0,0,0,0,0,0,782,551,228
120990386,0,0,0,0,0,0,1275,822,450
120990387,0,0,0,0,0,0,1346,829,511
120990388,0,0,0,0,0,0,496,378,116
120990389,0,0,0,0,0,0,403,236,163
120990390,0,0,0,0,0,0,0,0,0
120990391,0,0,0,0,0,0,0,0,0
120990392,0,0,0,0,0,0,595,416,177
120990393,0,0,0,0,0,0,472,284,186
120990394,0,0,0,0,0,0,0,0,0
120990395,0,0,0,0,0,0,1642,856,777
120990396,0,0,0,0,0,0,1082,550,527
120990397,0,0,0,0,0,0,781,389,388
120990398,0,0,0,0,0,0,1468,943,504
120990399,0,0,0,0,0,0,1201,738,455
120990400,0,0,0,0,0,0,780,435,337
120990401,0,0,0,0,0,0,626,141,484
120990402,0,0,0,0,0,0,662,420,239
120990403,0,0,0,0,0,0,867,516,345
120990404,0,0,0,0,0,0,299,174,123
120990405,0,0,0,0,0,0,707,561,139
120990406,0,0,0,0,0,0,1080,495,575
120990407,0,0,0,0,0,0,1485,950,525
120990408,0,0,0,0,0,0,926,444,477
120990409,0,0,0,0,0,0,1069,646,414
120990410,0,0,0,0,0,0,238,154,82
120990411,0,0,0,0,0,0,490,233,256
120990412,0,0,0,0,0,0,721,364,353
120990413,0,0,0,0,0,0,82,45,37
120990414,0,0,0,0,0,0,209,35,173
120990415,0,0,0,0,0,0,421,98,322
120990416,0,0,0,0,0,0,1800,1342,453
120990417,0,0,0,0,0,0,267,150,115
120990418,0,0,0,0,0,0,459,251,205
120990419,0,0,0,0,0,0,907,506,393
120990420,0,0,0,0,0,0,1647,1239,399
120990421,0,0,0,0,0,0,476,318,154
120990422,0,0,0,0,0,0,2,1,1
120990423,0,0,0,0,0,0,611,336,274
120990424,0,0,0,0,0,0,780,402,374
120990425,0,0,0,0,0,0,948,526,417
120990426,0,0,0,0,0,0,252,87,165
120990427,0,0,0,0,0,0,1296,743,546
120990428,0,0,0,0,0,0,940,517,414
120990429,0,0,0,0,0,0,1128,471,650
120990430,0,0,0,0,0,0,1032,497,532
120990431,0,0,0,0,0,0,291,124,163
120990432,0,0,0,0,0,0,341,150,189
120990433,0,0,0,0,0,0,71,39,30
120990434,0,0,0,0,0,0,160,82,78
120990435,0,0,0,0,0,0,62,32,30
120990436,0,0,0,0,0,0,486,140,344
120990437,0,0,0,0,0,0,591,284,301
120990438,0,0,0,0,0,0,289,158,129
120990439,0,0,0,0,0,0,1055,549,501
120990440,0,0,0,0,0,0,379,347,29
120990441,0,0,0,0,0,0,956,568,382
120990442,0,0,0,0,0,0,843,522,318
120990443,0,0,0,0,0,0,2228,993,1224
120990444,0,0,0,0,0,0,1583,1006,570
120990445,0,0,0,0,0,0,723,381,339
120990446,0,0,0,0,0,0,277,161,114
120990447,0,0,0,0,0,0,936,648,286
120990448,0,0,0,0,0,0,1516,837,676
120990449,0,0,0,0,0,0,961,536,423
120990450,0,0,0,0,0,0,1447,722,718
120990451,0,0,0,0,0,0,704,444,255
120990452,0,0,0,0,0,0,94,56,38
120990453,0,0,0,0,0,0,849,539,308
120990454,0,0,0,0,0,0,1146,757,381
120990455,0,0,0,0,0,0,1338,562,769
120990456,0,0,0,0,0,0,1261,613,642
120990457,0,0,0,0,0,0,414,175,239
120990458,0,0,0,0,0,0,2006,903,1093
120990459,0,0,0,0,0,0,974,452,520
120990460,0,0,0,0,0,0,1302,488,809
120990461,0,0,0,0,0,0,1367,812,550
120990462,0,0,0,0,0,0,445,250,191
120990463,0,0,0,0,0,0,1724,898,819
120990464,0,0,0,0,0,0,534,270,261
120990465,0,0,0,0,0,0,1016,585,426
120990466,0,0,0,0,0,0,1212,694,510
120990467,0,0,0,0,0,0,0,0,0
120990468,0,0,0,0,0,0,1360,753,605
120990469,0,0,0,0,0,0,1342,663,672
120990470,0,0,0,0,0,0,0,0,0
120990471,0,0,0,0,0,0,474,344,128
120990472,0,0,0,0,0,0,876,475,391
120990473,0,0,0,0,0,0,1419,761,649
120990474,0,0,0,0,0,0,1008,493,508
120990475,0,0,0,0,0,0,1114,680,428
120990476,0,0,0,0,0,0,1292,700,583
120990477,0,0,0,0,0,0,1123,534,580
120990478,0,0,0,0,0,0,1368,680,683
120990479,0,0,0,0,0,0,1477,842,629
120990480,0,0,0,0,0,0,0,0,0
120990481,0,0,0,0,0,0,1684,1009,666
120990482,0,0,0,0,0,0,739,456,274
120990483,0,0,0,0,0,0,1284,718,558
120990484,0,0,0,0,0,0,612,311,297
120990485,0,0,0,0,0,0,1011,456,543
120990486,0,0,0,0,0,0,1228,704,517
120990487,0,0,0,0,0,0,1332,521,806
120990488,0,0,0,0,0,0,1546,948,591
120990489,0,0,0,0,0,0,129,62,67
120990490,0,0,0,0,0,0,1762,811,945
120990491,0,0,0,0,0,0,1380,722,643
120990492,0,0,0,0,0,0,968,560,402
120990493,0,0,0,0,0,0,759,382,376
120990494,0,0,0,0,0,0,952,443,499
120990495,0,0,0,0,0,0,1209,467,735
120990496,0,0,0,0,0,0,700,388,308
120990497,0,0,0,0,0,0,1951,1016,927
120990498,0,0,0,0,0,0,942,639,302
120990499,0,0,0,0,0,0,1372,884,488
120990500,0,0,0,0,0,0,1072,662,402
120990501,0,0,0,0,0,0,2028,1237,783
120990502,0,0,0,0,0,0,1506,936,563
120990503,0,0,0,0,0,0,1440,901,531
120990504,0,0,0,0,0,0,357,182,173
120990505,0,0,0,0,0,0,1273,606,660
120990506,0,0,0,0,0,0,1709,666,1033
120990507,0,0,0,0,0,0,1282,507,771
120990508,0,0,0,0,0,0,803,272,529
120990509,0,0,0,0,0,0,1161,519,637
120990510,0,0,0,0,0,0,846,381,463
120990511,0,0,0,0,0,0,217,99,118
120990512,0,0,0,0,0,0,82,34,48
120990513,0,0,0,0,0,0,6,3,3
120990514,0,0,0,0,0,0,4,2,2
120990515,0,0,0,0,0,0,2,1,1
120990516,0,0,0,0,0,0,64,32,32
120990517,0,0,0,0,0,0,5,0,5
120990518,0,0,0,0,0,0,274,163,111
120990519,0,0,0,0,0,0,855,513,338
120990520,0,0,0,0,0,0,312,187,123
120990521,0,0,0,0,0,0,37,22,15
120990522,0,0,0,0,0,0,1484,1233,246
120990523,0,0,0,0,0,0,716,568,146
120990524,0,0,0,0,0,0,392,237,152
120990525,0,0,0,0,0,0,570,357,206
120990526,0,0,0,0,0,0,1499,977,513
120990527,0,0,0,0,0,0,1276,989,282
120990528,0,0,0,0,0,0,638,433,203
120990529,0,0,0,0,0,0,885,600,282
120990530,0,0,0,0,0,0,474,322,151
120990531,0,0,0,0,0,0,1467,1098,368
120990532,0,0,0,0,0,0,598,490,105
120990533,0,0,0,0,0,0,713,595,115
120990534,0,0,0,0,0,0,1519,979,534
120990535,0,0,0,0,0,0,1355,1002,352
120990536,0,0,0,0,0,0,1584,1198,381
120990537,0,0,0,0,0,0,757,603,153
120990538,0,0,0,0,0,0,1122,818,304
120990539,0,0,0,0,0,0,1487,1179,306
120990540,0,0,0,0,0,0,847,595,249
120990541,0,0,0,0,0,0,1707,1262,443
120990542,0,0,0,0,0,0,527,389,137
120990543,0,0,0,0,0,0,978,694,280
120990544,0,0,0,0,0,0,872,568,298
120990545,0,0,0,0,0,0,1632,1289,339
120990546,0,0,0,0,0,0,232,111,120
120990547,0,0,0,0,0,0,214,103,110
120990548,0,0,0,0,0,0,1238,594,639
120990549,0,0,0,0,0,0,1716,1229,478
120990550,0,0,0,0,0,0,1026,737,286
120990551,0,0,0,0,0,0,769,482,286
120990552,0,0,0,0,0,0,861,614,246
120990553,0,0,0,0,0,0,632,479,147
120990554,0,0,0,0,0,0,712,527,182
120990555,0,0,0,0,0,0,1044,862,180
120990556,0,0,0,0,0,0,962,680,278
120990557,0,0,0,0,0,0,1585,1298,281
120990558,0,0,0,0,0,0,1251,1030,214
120990559,0,0,0,0,0,0,754,552,200
120990560,0,0,0,0,0,0,92,66,26
120990561,0,0,0,0,0,0,796,476,318
120990562,0,0,0,0,0,0,356,232,123
120990563,0,0,0,0,0,0,1118,838,278
120990564,0,0,0,0,0,0,300,245,55
120990565,0,0,0,0,0,0,528,378,149
120990566,0,0,0,0,0,0,159,106,52
120990567,0,0,0,0,0,0,1212,804,405
120990568,0,0,0,0,0,0,420,322,94
120990569,0,0,0,0,0,0,1366,1139,223
120990570,0,0,0,0,0,0,739,501,235
120990571,0,0,0,0,0,0,1672,1127,531
120990572,0,0,0,0,0,0,1170,879,282
120990573,0,0,0,0,0,0,817,655,155
120990574,0,0,0,0,0,0,1231,977,251
120990575,0,0,0,0,0,0,108,59,49
120990576,0,0,0,0,0,0,660,357,301
120990577,0,0,0,0,0,0,1344,1023,318
120990578,0,0,0,0,0,0,715,459,252
120990579,0,0,0,0,0,0,67,43,24
120990580,0,0,0,0,0,0,459,383,74
120990581,0,0,0,0,0,0,508,273,234
120990582,0,0,0,0,0,0,494,265,228
120990583,0,0,0,0,0,0,1440,731,707
120990584,0,0,0,0,0,0,1724,983,738
120990585,0,0,0,0,0,0,169,91,77
120990586,0,0,0,0,0,0,55,34,21
120990587,0,0,0,0,0,0,1345,927,411
120990588,0,0,0,0,0,0,823,528,290
120990589,0,0,0,0,0,0,2023,1285,727
120990590,0,0,0,0,0,0,1744,992,745
120990591,0,0,0,0,0,0,1188,705,476
120990592,0,0,0,0,0,0,1407,891,514
120990593,0,0,0,0,0,0,1664,1300,359
120990594,0,0,0,0,0,0,1794,1063,722
120990595,0,0,0,0,0,0,1387,967,417
120990596,0,0,0,0,0,0,1033,796,234
120990597,0,0,0,0,0,0,799,600,193
120990598,0,0,0,0,0,0,1371,875,495
120990599,0,0,0,0,0,0,1151,757,390
120990600,0,0,0,0,0,0,1646,885,754
120990601,0,0,0,0,0,0,1591,954,633
120990602,0,0,0,0,0,0,1193,759,428
120990603,0,0,0,0,0,0,497,316,178
120990604,0,0,0,0,0,0,651,308,341
120990605,0,0,0,0,0,0,676,420,252
120990606,0,0,0,0,0,0,1593,893,691
120990607,0,0,0,0,0,0,1190,622,566
120990608,0,0,0,0,0,0,1574,839,723
120990609,0,0,0,0,0,0,1243,721,517
120990610,0,0,0,0,0,0,691,489,197
120990611,0,0,0,0,0,0,1338,814,517
120990612,0,0,0,0,0,0,831,542,285
120990613,0,0,0,0,0,0,1981,1454,523
120990614,0,0,0,0,0,0,746,450,293
120990615,0,0,0,0,0,0,1330,811,508
120990616,0,0,0,0,0,0,920,597,319
120990617,0,0,0,0,0,0,731,445,281
120990618,0,0,0,0,0,0,1186,823,354
120990619,0,0,0,0,0,0,1445,886,553
120990620,0,0,0,0,0,0,1499,948,543
120990621,0,0,0,0,0,0,955,606,347
120990622,0,0,0,0,0,0,626,395,224
120990623,0,0,0,0,0,0,566,434,130
120990624,0,0,0,0,0,0,6,2,4
120990625,0,0,0,0,0,0,173,55,117
120990626,0,0,0,0,0,0,49,48,1
120990627,0,0,0,0,0,0,897,671,221
120990628,0,0,0,0,0,0,544,514,27
120990629,0,0,0,0,0,0,394,391,3
120990630,0,0,0,0,0,0,186,144,42
120990631,0,0,0,0,0,0,17,13,4
120990632,0,0,0,0,0,0,0,0,0
120990633,0,0,0,0,0,0,0,0,0
120990634,0,0,0,0,0,0,520,230,289
120990635,0,0,0,0,0,0,0,0,0
120990636,0,0,0,0,0,0,700,649,51
120990637,0,0,0,0,0,0,191,126,64
120990638,0,0,0,0,0,0,483,214,269
120990639,0,0,0,0,0,0,6,0,6
120990640,0,0,0,0,0,0,345,279,66
120990641,0,0,0,0,0,0,1,1,0
120990642,0,0,0,0,0,0,312,310,2
120990643,0,0,0,0,0,0,550,448,102
120990644,0,0,0,0,0,0,173,141,32
120990645,0,0,0,0,0,0,516,512,4
120990646,0,0,0,0,0,0,488,335,153
120990647,0,0,0,0,0,0,835,771,61
120990648,0,0,0,0,0,0,90,30,57
120990649,0,0,0,0,0,0,2,0,2
120990650,0,0,0,0,0,0,1,1,0
120990651,0,0,0,0,0,0,3,3,0
120990652,0,0,0,0,0,0,57,27,30
120990653,0,0,0,0,0,0,0,0,0
120990654,0,0,0,0,0,0,6,3,3
120990655,0,0,0,0,0,0,1681,946,725
120990656,0,0,0,0,0,0,1683,889,784
120990657,0,0,0,0,0,0,1706,969,727
120990658,0,0,0,0,0,0,1479,793,673
120990659,0,0,0,0,0,0,1698,931,762
120990660,0,0,0,0,0,0,321,176,144
120990661,0,0,0,0,0,0,91,33,57
120990662,0,0,0,0,0,0,1894,869,1021
120990663,0,0,0,0,0,0,846,493,345
120990664,0,0,0,0,0,0,1003,571,423
120990665,0,0,0,0,0,0,0,0,0
120990666,0,0,0,0,0,0,3,0,3
120990667,0,0,0,0,0,0,800,417,377
120990668,0,0,0,0,0,0,372,217,152
120990669,0,0,0,0,0,0,0,0,0
120990670,0,0,0,0,0,0,832,433,392
120990671,0,0,0,0,0,0,1637,884,743
120990672,0,0,0,0,0,0,549,230,317
120990673,0,0,0,0,0,0,8,1,7
120990674,0,0,0,0,0,0,0,0,0
120990675,0,0,0,0,0,0,1281,684,591
120990676,0,0,0,0,0,0,1212,639,567
120990677,0,0,0,0,0,0,13,6,7
120990678,0,0,0,0,0,0,1395,648,732
120990679,0,0,0,0,0,0,0,0,0
120990680,0,0,0,0,0,0,0,0,0
120990681,0,0,0,0,0,0,856,506,341
120990682,0,0,0,0,0,0,1393,888,495
120990683,0,0,0,0,0,0,22,19,3
120990684,0,0,0,0,0,0,366,249,114
120990685,0,0,0,0,0,0,623,421,198
120990686,0,0,0,0,0,0,1623,1013,609
120990687,0,0,0,0,0,0,291,182,109
120990688,0,0,0,0,0,0,1513,971,534
120990689,0,0,0,0,0,0,1120,729,382
120990690,0,0,0,0,0,0,1092,683,401
120990691,0,0,0,0,0,0,218,136,80
120990692,0,0,0,0,0,0,743,400,339
120990693,0,0,0,0,0,0,1535,992,535
120990694,0,0,0,0,0,0,99,74,25
120990695,0,0,0,0,0,0,782,363,417
120990696,0,0,0,0,0,0,568,389,177
120990697,0,0,0,0,0,0,376,239,135
120990698,0,0,0,0,0,0,0,0,0
120990699,0,0,0,0,0,0,1431,965,464
120990700,0,0,0,0,0,0,2,0,2
120990701,0,0,0,0,0,0,3,3,0
120990702,0,0,0,0,0,0,14,6,7
120990704,0,0,0,0,0,0,729,532,189
120990705,0,0,0,0,0,0,1357,1006,340
120990706,0,0,0,0,0,0,480,317,161
120990707,0,0,0,0,0,0,168,82,86
120990708,0,0,0,0,0,0,268,246,21
120990709,0,0,0,0,0,0,1057,568,486
120990710,0,0,0,0,0,0,906,390,514
120990711,0,0,0,0,0,0,77,37,39
120990712,0,0,0,0,0,0,1436,700,728
120990713,0,0,0,0,0,0,1805,956,836
120990714,0,0,0,0,0,0,1275,677,592
120990715,0,0,0,0,0,0,689,297,388
120990716,0,0,0,0,0,0,1273,722,545
120990717,0,0,0,0,0,0,1014,569,439
120990718,0,0,0,0,0,0,1378,724,650
120990719,0,0,0,0,0,0,926,509,415
120990720,0,0,0,0,0,0,1386,731,650
120990721,0,0,0,0,0,0,173,70,100
120990722,0,0,0,0,0,0,1375,776,591
120990723,0,0,0,0,0,0,1727,1037,680
120990724,0,0,0,0,0,0,1269,766,497
120990725,0,0,0,0,0,0,16,8,6
120990726,0,0,0,0,0,0,1,1,0
120990727,0,0,0,0,0,0,950,653,293
120990728,0,0,0,0,0,0,0,0,0
120990729,0,0,0,0,0,0,587,383,204
120990730,0,0,0,0,0,0,665,429,230
120990731,0,0,0,0,0,0,142,72,69
120990732,0,0,0,0,0,0,1770,898,864
120990733,0,0,0,0,0,0,0,0,0
120990734,0,0,0,0,0,0,547,285,258
120990735,0,0,0,0,0,0,639,323,307
120990736,0,0,0,0,0,0,275,136,137
